,AnimalID,Name,DateTime,OutcomeType,AnimalType,SexuponOutcome,AgeuponOutcome,Breed,Color,AgeInDays,Gender,IsDesexed,DayOfWeek,Month,Year,IsWeekend,Hour,TimeOfDay
159,A714069,Jupiter,16-12-15 11:28,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black Tabby/White,60,Male,Yes,Wednesday,Dec,15,False,11,Morning
160,A705924,Nero,29-07-15 15:41,Transfer,Dog,Neutered Male,7 years,Chihuahua Shorthair Mix,Brown/White,2555,Male,Yes,Wednesday,Jul,15,False,16,Afternoon
161,A717167,Oscar,23-01-16 16:05,Adoption,Cat,Neutered Male,4 years,Domestic Shorthair Mix,Black/White,1460,Male,Yes,Saturday,Jan,16,True,16,Afternoon
162,A711639,None,10-09-15 11:35,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Tortie/Calico,21,Female,No,Thursday,Sep,15,False,12,Morning
163,A716760,Dasher,06-12-15 17:08,Adoption,Dog,Neutered Male,6 months,Border Collie Mix,Black/White,180,Male,Yes,Sunday,Dec,15,True,17,Evening
164,A709048,Libby,08-08-15 17:58,Adoption,Dog,Intact Female,5 months,Labrador Retriever Mix,Black/White,150,Female,No,Saturday,Aug,15,True,18,Evening
165,A719048,Gracie,13-01-16 11:43,Return,Dog,Spayed Female,8 years,Maltese,White,2920,Female,Yes,Wednesday,Jan,16,False,12,Morning
166,A707437,None,19-07-15 17:26,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Black,60,Male,Yes,Sunday,Jul,15,True,17,Evening
167,A706387,Sugar,06-07-15 18:05,Adoption,Cat,Spayed Female,1 month,Domestic Shorthair Mix,Blue Tabby/White,30,Female,Yes,Monday,Jul,15,False,18,Evening
168,A720668,None,15-02-16 18:30,Return,Dog,Spayed Female,5 months,Labrador Retriever Mix,White,150,Female,Yes,Monday,Feb,16,False,19,Evening
169,A679341,Jethro,31-05-14 13:58,Transfer,Cat,Intact Male,1 month,Domestic Shorthair Mix,Brown Tabby,30,Male,No,Saturday,May,14,True,14,Afternoon
170,A690519,None,23-10-14 9:00,Transfer,Cat,Intact Male,4 months,Domestic Shorthair Mix,Blue Tabby,120,Male,No,Thursday,Oct,14,False,9,Morning
171,A708769,Keyla,01-08-15 11:54,Adoption,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,White/Tan,365,Female,Yes,Saturday,Aug,15,True,12,Morning
172,A681462,Samson,10-08-14 16:25,Adoption,Dog,Neutered Male,2 years,Labrador Retriever/Rottweiler,Black/Brown,730,Male,Yes,Sunday,Aug,14,True,16,Afternoon
173,A666444,August,04-11-13 15:50,Transfer,Cat,Spayed Female,11 years,Domestic Shorthair Mix,Tortie,4015,Female,Yes,Monday,Nov,13,False,16,Afternoon
174,A701153,None,25-06-15 9:31,Adoption,Dog,Neutered Male,2 months,Dachshund/Manchester Terrier,Tricolor,60,Male,Yes,Thursday,Jun,15,False,10,Morning
175,A710071,Herb,01-09-15 0:00,Transfer,Cat,Neutered Male,2 months,Domestic Shorthair Mix,White/Black,60,Male,Yes,Tuesday,Sep,15,False,0,Night
176,A714602,Stripey,29-10-15 18:44,Adoption,Cat,Intact Female,2 months,Domestic Shorthair Mix,Brown Tabby,60,Female,No,Thursday,Oct,15,False,19,Evening
177,A700707,Sallie,20-04-15 14:41,Adoption,Dog,Spayed Female,1 month,Plott Hound/Labrador Retriever,Black/Brown Brindle,30,Female,Yes,Monday,Apr,15,False,15,Afternoon
178,A702563,Klo Dog,25-05-15 11:26,Return,Dog,Spayed Female,7 years,Chihuahua Shorthair/Rat Terrier,White/Tan,2555,Female,Yes,Monday,May,15,False,11,Morning
179,A679441,None,21-05-14 13:47,Transfer,Cat,Intact Male,4 days,Domestic Shorthair Mix,Cream Tabby/White,4,Male,No,Wednesday,May,14,False,14,Afternoon
180,A715729,Milo,09-11-15 13:24,Return,Dog,Neutered Male,4 years,Siberian Husky,White/Gray,1460,Male,Yes,Monday,Nov,15,False,13,Afternoon
181,A716575,Scarlet,22-12-15 0:00,Transfer,Dog,Spayed Female,2 years,Australian Cattle Dog Mix,Tan/White,730,Female,Yes,Tuesday,Dec,15,False,0,Night
182,A714462,Pebbles,14-11-15 13:26,Return,Dog,Spayed Female,1 year,Pointer Mix,White/Black,365,Female,Yes,Saturday,Nov,15,True,13,Afternoon
183,A717429,Cairo,09-12-15 17:05,Return,Dog,Neutered Male,2 years,Pit Bull Mix,Brown Brindle/White,730,Male,Yes,Wednesday,Dec,15,False,17,Evening
184,A687336,None,03-09-14 18:51,Transfer,Cat,Intact Female,4 weeks,Domestic Medium Hair Mix,Brown Tabby,28,Female,No,Wednesday,Sep,14,False,19,Evening
185,A713364,Calypso,13-11-15 11:53,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Black/White,365,Female,No,Friday,Nov,15,False,12,Morning
186,A701999,Luna,12-05-15 17:39,Adoption,Dog,Spayed Female,2 years,Yorkshire Terrier/Miniature Poodle,Tan/Silver,730,Female,Yes,Tuesday,May,15,False,18,Evening
187,A664304,None,03-10-13 12:27,Transfer,Cat,Intact Male,10 months,Domestic Shorthair Mix,Orange Tabby,300,Male,No,Thursday,Oct,13,False,12,Morning
188,A698066,Diva,07-03-15 12:50,Transfer,Dog,Spayed Female,4 years,German Shepherd Mix,White,1460,Female,Yes,Saturday,Mar,15,True,13,Afternoon
189,A680585,Olivia,16-07-14 17:48,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Brown Tabby/White,120,Female,Yes,Wednesday,Jul,14,False,18,Evening
190,A699715,Ashley,13-05-15 11:51,Transfer,Dog,Spayed Female,6 years,Catahoula/Labrador Retriever,White/Tan,2190,Female,Yes,Wednesday,May,15,False,12,Morning
191,A702246,None,15-05-15 17:47,Adoption,Dog,Spayed Female,9 months,Miniature Poodle Mix,Black/White,270,Female,Yes,Friday,May,15,False,18,Evening
192,A711918,Jaqueline,19-09-15 14:33,Adoption,Dog,Spayed Female,3 years,Jack Russell Terrier/Pit Bull,Red,1095,Female,Yes,Saturday,Sep,15,True,15,Afternoon
193,A676430,Tabitha,23-11-14 12:43,Adoption,Cat,Spayed Female,8 months,Domestic Shorthair Mix,Torbie,240,Female,Yes,Sunday,Nov,14,True,13,Afternoon
194,A677577,Roxie,01-05-14 16:12,Adoption,Dog,Spayed Female,10 months,Queensland Heeler/Shetland Sheepdog,Red Tick/Black,300,Female,Yes,Thursday,May,14,False,16,Afternoon
195,A683666,None,01-09-15 0:00,Transfer,Cat,Neutered Male,1 year,Domestic Shorthair Mix,White/Cream Tabby,365,Male,Yes,Tuesday,Sep,15,False,0,Night
196,A713754,Harper,27-10-15 16:44,Adoption,Dog,Neutered Male,1 year,Catahoula Mix,Blue Merle,365,Male,Yes,Tuesday,Oct,15,False,17,Evening
197,A703631,Hanley,03-07-15 18:50,Adoption,Dog,Neutered Male,1 year,Labrador Retriever Mix,Black/White,365,Male,Yes,Friday,Jul,15,False,19,Evening
198,A676209,Boomer,24-07-14 15:02,Adoption,Dog,Neutered Male,3 months,Labrador Retriever Mix,Yellow,90,Male,Yes,Thursday,Jul,14,False,15,Afternoon
199,A667508,Brownie,19-11-13 18:30,Return,Dog,Intact Male,6 years,Chihuahua Shorthair Mix,Chocolate/Tan,2190,Male,No,Tuesday,Nov,13,False,19,Evening
200,A671105,None,21-01-14 15:20,Transfer,Cat,Unknown,1 year,Domestic Longhair Mix,Black,365,Unknown,Unknown,Tuesday,Jan,14,False,15,Afternoon
201,A676056,Swisha,10-04-14 10:13,Return,Dog,Neutered Male,2 years,American Pit Bull Terrier Mix,Tan/White,730,Male,Yes,Thursday,Apr,14,False,10,Morning
202,A667963,None,30-11-13 18:48,Adoption,Dog,Spayed Female,5 years,Dachshund Longhair Mix,Tan/White,1825,Female,Yes,Saturday,Nov,13,True,19,Evening
203,A702207,None,10-05-15 17:16,Euthanasia,Cat,Neutered Male,12 years,Domestic Longhair Mix,Orange Tabby/White,4380,Male,Yes,Sunday,May,15,True,17,Evening
204,A672065,Dutchess,08-04-14 12:50,Adoption,Dog,Spayed Female,2 years,German Shepherd Mix,Sable,730,Female,Yes,Tuesday,Apr,14,False,13,Afternoon
205,A688852,Buddy,18-10-14 18:48,Adoption,Dog,Neutered Male,6 years,Labrador Retriever Mix,Black/White,2190,Male,Yes,Saturday,Oct,14,True,19,Evening
206,A705885,Meowser,27-06-15 18:24,Adoption,Cat,Neutered Male,3 months,Domestic Shorthair Mix,Black,90,Male,Yes,Saturday,Jun,15,True,18,Evening
207,A670949,Cassie,01-02-14 11:13,Return,Dog,Spayed Female,8 months,Doberman Pinsch Mix,Tricolor,240,Female,Yes,Saturday,Feb,14,True,11,Morning
208,A665666,Teddy,27-12-13 15:49,Transfer,Cat,Neutered Male,1 year,Domestic Shorthair Mix,Black,365,Male,Yes,Friday,Dec,13,False,16,Afternoon
209,A714575,Isis,31-10-15 15:18,Transfer,Cat,Intact Female,15 years,Domestic Shorthair Mix,Black,5475,Female,No,Saturday,Oct,15,True,15,Afternoon
210,A690480,None,22-10-14 17:46,Transfer,Dog,Intact Female,3 weeks,Pointer Mix,Chocolate/White,21,Female,No,Wednesday,Oct,14,False,18,Evening
211,A691636,Dali,13-11-14 16:07,Adoption,Dog,Neutered Male,5 months,Dachshund/Jack Russell Terrier,White/Brown,150,Male,Yes,Thursday,Nov,14,False,16,Afternoon
212,A678482,None,14-05-14 19:15,Adoption,Dog,Neutered Male,2 years,Miniature Poodle/Miniature Schnauzer,Black/White,730,Male,Yes,Wednesday,May,14,False,19,Evening
213,A687785,Bella,30-12-14 9:38,Adoption,Dog,Spayed Female,2 years,Whippet Mix,Brown Brindle/White,730,Female,Yes,Tuesday,Dec,14,False,10,Morning
214,A716839,Dino,27-11-15 14:06,Return,Dog,Intact Male,2 years,Australian Shepherd Mix,Brown Merle/White,730,Male,No,Friday,Nov,15,False,14,Afternoon
215,A718547,None,11-01-16 14:23,Adoption,Dog,Spayed Female,2 years,Labrador Retriever Mix,Tan/White,730,Female,Yes,Monday,Jan,16,False,14,Afternoon
216,A687989,None,12-09-14 18:38,Transfer,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Calico,21,Female,No,Friday,Sep,14,False,19,Evening
217,A694408,Emma,28-05-15 13:14,Transfer,Dog,Spayed Female,1 year,Pit Bull Mix,Brown Tiger/White,365,Female,Yes,Thursday,May,15,False,13,Afternoon
218,A698940,None,21-03-15 9:00,Transfer,Cat,Intact Male,2 years,Domestic Shorthair Mix,Brown Tabby/White,730,Male,No,Saturday,Mar,15,True,9,Morning
219,A666074,Jackson,30-10-13 15:14,Transfer,Cat,Intact Male,4 weeks,Domestic Shorthair Mix,Brown Tabby,28,Male,No,Wednesday,Oct,13,False,15,Afternoon
220,A675549,Marco,08-04-14 15:29,Transfer,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown,1460,Male,Yes,Tuesday,Apr,14,False,15,Afternoon
221,A682131,None,24-06-14 19:15,Transfer,Cat,Intact Male,3 weeks,Domestic Shorthair Mix,Brown Tabby,21,Male,No,Tuesday,Jun,14,False,19,Evening
222,A674737,Byron,27-05-14 8:21,Adoption,Cat,Intact Male,2 months,Domestic Shorthair Mix,Black,60,Male,No,Tuesday,May,14,False,8,Morning
223,A719876,Oreo,02-02-16 15:58,Transfer,Dog,Spayed Female,1 year,Rat Terrier Mix,White/Black,365,Female,Yes,Tuesday,Feb,16,False,16,Afternoon
224,A676626,Pia,30-05-14 16:54,Adoption,Dog,Spayed Female,2 months,English Pointer Mix,Brown/White,60,Female,Yes,Friday,May,14,False,17,Evening
225,A666478,Bleu,04-11-13 17:51,Adoption,Dog,Spayed Female,1 year,Miniature Schnauzer/Yorkshire Terrier,Black/White,365,Female,Yes,Monday,Nov,13,False,18,Evening
226,A683507,None,15-07-14 17:26,Adoption,Dog,Spayed Female,3 years,Cairn Terrier Mix,Buff,1095,Female,Yes,Tuesday,Jul,14,False,17,Evening
227,A487470,Midnight,20-01-14 18:40,Euthanasia,Dog,Neutered Male,9 years,Labrador Retriever/Pit Bull,Black,3285,Male,Yes,Monday,Jan,14,False,19,Evening
228,A665661,Julia,07-09-15 15:05,Return,Cat,Spayed Female,2 years,Domestic Shorthair Mix,White/Black,730,Female,Yes,Monday,Sep,15,False,15,Afternoon
229,A668260,None,02-12-13 14:10,Transfer,Dog,Spayed Female,5 years,Great Dane,Black/White,1825,Female,Yes,Monday,Dec,13,False,14,Afternoon
230,A716964,Rello,29-11-15 18:11,Return,Dog,Intact Male,2 years,Chihuahua Shorthair Mix,Black/White,730,Male,No,Sunday,Nov,15,True,18,Evening
231,A701029,Bode,01-05-15 11:04,Return,Dog,Neutered Male,2 years,Chesa Bay Retr,Brown,730,Male,Yes,Friday,May,15,False,11,Morning
232,A668506,Jake,03-11-15 16:40,Return,Dog,Neutered Male,7 years,German Shepherd,Brown/Black,2555,Male,Yes,Tuesday,Nov,15,False,17,Evening
233,A684709,None,28-07-14 9:00,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Brown Tabby/White,365,Female,No,Monday,Jul,14,False,9,Morning
234,A616229,Rebecca,21-11-15 15:21,Adoption,Cat,Spayed Female,6 years,Domestic Shorthair Mix,Black/White,2190,Female,Yes,Saturday,Nov,15,True,15,Afternoon
235,A680336,Buddy,12-07-14 20:04,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,60,Male,Yes,Saturday,Jul,14,True,20,Evening
236,A701898,Anita,10-05-15 18:38,Return,Dog,Spayed Female,1 year,Chihuahua Shorthair Mix,Tan/Black,365,Female,Yes,Sunday,May,15,True,19,Evening
237,A666971,None,14-11-13 17:14,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Orange Tabby/White,60,Male,Yes,Thursday,Nov,13,False,17,Evening
238,A691605,Daisy,08-11-14 14:41,Return,Dog,Spayed Female,6 years,Plott Hound Mix,Brown Brindle,2190,Female,Yes,Saturday,Nov,14,True,15,Afternoon
239,A703244,None,26-05-15 16:02,Transfer,Cat,Intact Male,2 months,Domestic Shorthair Mix,Brown Tabby/White,60,Male,No,Tuesday,May,15,False,16,Afternoon
240,A705111,Kiki,24-06-15 15:25,Adoption,Dog,Spayed Female,2 years,Chihuahua Shorthair Mix,Brown/Black,730,Female,Yes,Wednesday,Jun,15,False,15,Afternoon
241,A685460,Jerrid,19-08-14 18:25,Adoption,Cat,Neutered Male,7 years,Siamese Mix,Flame Point,2555,Male,Yes,Tuesday,Aug,14,False,18,Evening
242,A716890,Vidalia,06-12-15 12:41,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Brown Tabby/White,90,Female,Yes,Sunday,Dec,15,True,13,Afternoon
243,A715741,Simba,19-11-15 18:45,Adoption,Dog,Neutered Male,3 years,Chow Chow Mix,Red,1095,Male,Yes,Thursday,Nov,15,False,19,Evening
244,A676334,None,22-04-14 15:35,Transfer,Cat,Intact Female,2 years,Domestic Shorthair Mix,Black,730,Female,No,Tuesday,Apr,14,False,16,Afternoon
245,A668122,None,01-12-13 17:58,Adoption,Dog,Spayed Female,7 years,English Pointer,Liver/White,2555,Female,Yes,Sunday,Dec,13,True,18,Evening
246,A702356,None,24-05-15 17:25,Euthanasia,Cat,Intact Male,1 month,Domestic Shorthair Mix,White/Blue Tabby,30,Male,No,Sunday,May,15,True,17,Evening
247,A664842,June,09-11-13 19:21,Return,Dog,Spayed Female,2 years,Pit Bull Mix,Brown/White,730,Female,Yes,Saturday,Nov,13,True,19,Evening
248,A709067,Earlene,05-08-15 0:00,Return,Dog,Intact Female,5 months,Boxer Mix,Black/White,150,Female,No,Wednesday,Aug,15,False,0,Night
249,A608918,Vader,02-06-15 11:56,Transfer,Dog,Neutered Male,4 years,Basset Hound/Labrador Retriever,Black/White,1460,Male,Yes,Tuesday,Jun,15,False,12,Morning
250,A651596,Brownie,06-03-14 17:13,Return,Dog,Neutered Male,2 years,Labrador Retriever Mix,Buff,730,Male,Yes,Thursday,Mar,14,False,17,Evening
251,A720190,Little Missy,07-02-16 0:00,Transfer,Dog,Spayed Female,7 years,Airedale Terrier Mix,Tricolor,2555,Female,Yes,Sunday,Feb,16,True,0,Night
252,A676609,Buddy,06-07-14 12:46,Adoption,Dog,Neutered Male,1 year,Labrador Retriever/Chow Chow,Brown,365,Male,Yes,Sunday,Jul,14,True,13,Afternoon
253,A666504,None,11-12-13 12:49,Transfer,Cat,Neutered Male,1 month,Domestic Shorthair Mix,Orange Tabby/White,30,Male,Yes,Wednesday,Dec,13,False,13,Afternoon
254,A693272,Kodiak,31-01-15 13:33,Adoption,Dog,Neutered Male,1 month,Beagle/German Shepherd,Black/Brown,30,Male,Yes,Saturday,Jan,15,True,14,Afternoon
255,A711607,Bosco,20-09-15 14:50,Adoption,Cat,Neutered Male,2 months,Manx Mix,White/Black,60,Male,Yes,Sunday,Sep,15,True,15,Afternoon
256,A713337,None,06-10-15 9:00,Transfer,Cat,Intact Female,3 years,Domestic Shorthair Mix,Blue,1095,Female,No,Tuesday,Oct,15,False,9,Morning
257,A672758,Daisy,16-07-14 13:48,Transfer,Dog,Spayed Female,4 years,Chihuahua Shorthair/Rat Terrier,Tan/White,1460,Female,Yes,Wednesday,Jul,14,False,14,Afternoon
258,A658690,Priscilla,19-10-13 12:58,Adoption,Dog,Spayed Female,1 year,Pit Bull Mix,Black/White,365,Female,Yes,Saturday,Oct,13,True,13,Afternoon
259,A708390,Stella,02-08-15 18:49,Adoption,Dog,Spayed Female,2 years,Flat Coat Retriever Mix,Black/White,730,Female,Yes,Sunday,Aug,15,True,19,Evening
260,A703383,Dharma,28-05-15 15:25,Transfer,Dog,Spayed Female,10 years,Cocker Spaniel,Buff,3650,Female,Yes,Thursday,May,15,False,15,Afternoon
261,A689749,Taco,18-10-14 16:55,Adoption,Cat,Neutered Male,2 months,Domestic Shorthair Mix,Brown Tabby,60,Male,Yes,Saturday,Oct,14,True,17,Evening
262,A699816,Pebbles,11-04-15 18:01,Adoption,Dog,Spayed Female,10 years,Chihuahua Shorthair Mix,Tan,3650,Female,Yes,Saturday,Apr,15,True,18,Evening
263,A701791,Arwen,19-07-15 14:37,Adoption,Cat,Spayed Female,2 years,Domestic Longhair Mix,Brown Tabby/White,730,Female,Yes,Sunday,Jul,15,True,15,Afternoon
264,A625690,Rainey,21-07-14 11:09,Return,Dog,Spayed Female,7 years,Rat Terrier Mix,White/Black,2555,Female,Yes,Monday,Jul,14,False,11,Morning
265,A686406,None,25-08-14 17:12,Adoption,Dog,Neutered Male,1 year,Border Terrier/Chihuahua Shorthair,Tan/Black,365,Male,Yes,Monday,Aug,14,False,17,Evening
266,A710318,Tank,17-09-15 13:48,Transfer,Dog,Neutered Male,5 years,Pit Bull Mix,Brown Brindle/White,1825,Male,Yes,Thursday,Sep,15,False,14,Afternoon
267,A698972,Kiki,23-03-15 17:50,Return,Dog,Spayed Female,6 years,Chihuahua Shorthair Mix,Black/Gray,2190,Female,Yes,Monday,Mar,15,False,18,Evening
268,A710380,None,22-08-15 15:44,Transfer,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby,7,Unknown,Unknown,Saturday,Aug,15,True,16,Afternoon
269,A683309,None,17-07-14 18:06,Euthanasia,Dog,Spayed Female,7 years,Pit Bull Mix,Tan/White,2555,Female,Yes,Thursday,Jul,14,False,18,Evening
270,A640316,Kato,02-10-13 17:43,Adoption,Dog,Neutered Male,1 year,Chihuahua Longhair Mix,Black,365,Male,Yes,Wednesday,Oct,13,False,18,Evening
271,A682760,Jasper,10-07-14 12:48,Adoption,Dog,Neutered Male,1 year,Jack Russell Terrier/Dachshund,White/Brown,365,Male,Yes,Thursday,Jul,14,False,13,Afternoon
272,A701707,None,03-05-15 17:24,Transfer,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Orange Tabby,14,Female,No,Sunday,May,15,True,17,Evening
273,A669534,None,24-12-13 15:03,Transfer,Cat,Intact Female,1 year,Domestic Shorthair Mix,Orange Tabby,365,Female,No,Tuesday,Dec,13,False,15,Afternoon
274,A588218,Roger,03-12-14 14:24,Return,Dog,Neutered Male,5 years,German Shepherd,Black/Brown,1825,Male,Yes,Wednesday,Dec,14,False,14,Afternoon
275,A669795,Roxi,11-08-14 11:12,Return,Dog,Spayed Female,2 years,Rottweiler Mix,Black/Tan,730,Female,Yes,Monday,Aug,14,False,11,Morning
276,A674448,Hedwig,18-03-14 17:04,Adoption,Dog,Neutered Male,10 months,Siberian Husky Mix,White/Cream,300,Male,Yes,Tuesday,Mar,14,False,17,Evening
277,A701647,None,25-05-15 14:15,Transfer,Cat,Intact Female,3 months,Domestic Shorthair Mix,Black,90,Female,No,Monday,May,15,False,14,Afternoon
278,A672467,Apollo,14-02-14 18:59,Adoption,Dog,Neutered Male,9 months,Cardigan Welsh Corgi/Cardigan Welsh Corgi,Fawn/White,270,Male,Yes,Friday,Feb,14,False,19,Evening
279,A712244,None,21-09-15 15:57,Transfer,Cat,Intact Female,1 month,Domestic Shorthair Mix,Black/White,30,Female,No,Monday,Sep,15,False,16,Afternoon
280,A677462,None,25-04-14 15:17,Transfer,Cat,Unknown,0 years,Domestic Shorthair Mix,Blue,0,Unknown,Unknown,Friday,Apr,14,False,15,Afternoon
281,A715761,None,10-11-15 9:00,Transfer,Cat,Spayed Female,5 years,Domestic Shorthair Mix,Calico,1825,Female,Yes,Tuesday,Nov,15,False,9,Morning
282,A720860,None,20-02-16 21:16,Adoption,Dog,Spayed Female,8 months,Chihuahua Shorthair Mix,Chocolate/White,240,Female,Yes,Saturday,Feb,16,True,21,Night
283,A701337,None,30-04-15 14:43,Transfer,Dog,Intact Male,1 year,Cairn Terrier Mix,Cream,365,Male,No,Thursday,Apr,15,False,15,Afternoon
284,A710881,Ruth,14-10-15 10:12,Adoption,Cat,Spayed Female,2 months,Domestic Shorthair Mix,Orange Tabby,60,Female,Yes,Wednesday,Oct,15,False,10,Morning
285,A663948,Pumpkin,08-10-13 17:23,Return,Cat,Neutered Male,3 months,Domestic Shorthair,Black/White,90,Male,Yes,Tuesday,Oct,13,False,17,Evening
286,A699819,Coco,06-04-15 15:37,Return,Dog,Intact Male,14 years,Chihuahua Shorthair Mix,Chocolate/White,5110,Male,No,Monday,Apr,15,False,16,Afternoon
287,A674638,Sam,16-03-14 10:48,Return,Dog,Neutered Male,7 years,Labrador Retriever Mix,Chocolate,2555,Male,Yes,Sunday,Mar,14,True,11,Morning
288,A718743,Newton,10-01-16 11:36,Adoption,Dog,Neutered Male,2 years,Shih Tzu,Gray/White,730,Male,Yes,Sunday,Jan,16,True,12,Morning
289,A714820,Lizzie,05-11-15 0:00,Transfer,Dog,Spayed Female,6 months,Plott Hound Mix,Brown Brindle,180,Female,Yes,Thursday,Nov,15,False,0,Night
290,A667613,Orion,13-01-14 15:18,Adoption,Dog,Neutered Male,11 months,Australian Shepherd Mix,Tan/White,330,Male,Yes,Monday,Jan,14,False,15,Afternoon
291,A696059,Chewy,05-02-15 14:28,Adoption,Dog,Neutered Male,3 years,Chihuahua Shorthair Mix,Tan/White,1095,Male,Yes,Thursday,Feb,15,False,14,Afternoon
292,A690806,Hailey,07-11-14 13:36,Transfer,Cat,Intact Female,2 months,Domestic Longhair Mix,Black/White,60,Female,No,Friday,Nov,14,False,14,Afternoon
293,A676494,Jimmy,27-04-14 15:11,Adoption,Dog,Neutered Male,1 year,Labrador Retriever/Border Collie,Black/White,365,Male,Yes,Sunday,Apr,14,True,15,Afternoon
294,A689138,None,29-09-14 18:28,Euthanasia,Cat,Intact Female,4 weeks,Siamese Mix,Blue Point,28,Female,No,Monday,Sep,14,False,18,Evening
295,A599155,Machete,28-03-15 19:25,Euthanasia,Dog,Neutered Male,4 years,Chihuahua Shorthair Mix,White/Brown,1460,Male,Yes,Saturday,Mar,15,True,19,Evening
296,A665587,Cheddar,27-11-13 14:36,Adoption,Cat,Neutered Male,8 years,Domestic Medium Hair Mix,Orange Tabby,2920,Male,Yes,Wednesday,Nov,13,False,15,Afternoon
297,A663555,Amelia,16-10-13 17:01,Adoption,Cat,Spayed Female,3 months,Domestic Shorthair Mix,Calico,90,Female,Yes,Wednesday,Oct,13,False,17,Evening
298,A691345,Jelly Bean,09-11-14 14:47,Adoption,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Brown/White,60,Female,Yes,Sunday,Nov,14,True,15,Afternoon
299,A685242,None,15-08-14 12:54,Adoption,Cat,Spayed Female,4 months,Domestic Shorthair Mix,Tortie,120,Female,Yes,Friday,Aug,14,False,13,Afternoon
300,A674659,None,21-03-14 17:10,Euthanasia,Dog,Intact Male,2 years,Labrador Retriever/Great Dane,Tan/Black,730,Male,No,Friday,Mar,14,False,17,Evening
301,A683609,Rascal,17-07-14 17:50,Return,Dog,Neutered Male,6 years,Dachshund Mix,Brown,2190,Male,Yes,Thursday,Jul,14,False,18,Evening
302,A695710,Layla,02-08-15 13:17,Transfer,Dog,Spayed Female,11 months,Boxer Mix,Brown Brindle/White,330,Female,Yes,Sunday,Aug,15,True,13,Afternoon
303,A713063,None,08-10-15 16:26,Transfer,Dog,Spayed Female,1 year,Labrador Retriever Mix,Tan/White,365,Female,Yes,Thursday,Oct,15,False,16,Afternoon
304,A667520,None,23-11-13 16:00,Transfer,Dog,Neutered Male,4 years,Shih Tzu/Miniature Poodle,Apricot/White,1460,Male,Yes,Saturday,Nov,13,True,16,Afternoon
305,A685145,Mundy,13-09-14 14:10,Adoption,Cat,Neutered Male,2 months,Domestic Medium Hair Mix,Blue/White,60,Male,Yes,Saturday,Sep,14,True,14,Afternoon
306,A716488,None,23-11-15 0:00,Transfer,Dog,Neutered Male,2 years,Pit Bull Mix,Red,730,Male,Yes,Monday,Nov,15,False,0,Night
307,A667537,None,25-11-13 17:07,Adoption,Dog,Spayed Female,2 months,Australian Cattle Dog Mix,Red Merle/Black,60,Female,Yes,Monday,Nov,13,False,17,Evening
